cas_number,chemical_formula,hill_sorted_formula,preferred_name,aliases,iupac_name,common_name,userid,dtstamp,inchi,class
-111420061,C7H7OH,C7H8O,methylphenol (unspecified isomer),"CH3C6H4OH, hydroxytoluene","",methylphenol (unspecified isomer),"{""Jeff Manion""}","{""2006-11-14 09:29:32.011773""}",,
-1000382,SC(O)H,CHOS,SC(O)H,"","","","{""Vadim Knyazev""}","{""2007-04-21 13:06:51.652675""}",,
-111420062,CHF,CHF,HCF (X^1A^prime),"",Fluoromethylene,HCF (X^1A^prime),"{""Jeff Manion""}","{""2006-11-15 09:42:33.725031""}",,
-1000229,CD3CDCH2,C3H2D4,CD3CDCH2,"","","","{""Vadim Knyazev""}","{""2006-12-02 14:46:03.949221""}",,
-1000230,CD3CD2CH2Cl,C3H2D5Cl,CD3CD2CH2Cl,"","","","{""Vadim Knyazev""}","{""2006-12-02 14:46:30.952488""}",,
690277,CF2CHCF3,C3HF5,CF2CHCF3,"","","","{""Vadim Knyazev""}","{""2006-12-02 14:50:57.588337""}",,
-1000231,HOOOCl,HClO3,HOOOCl,"","","","{""Vadim Knyazev""}","{""2006-12-02 16:46:15.502213""}",,
38510768,CCl3CCl2O2,C2Cl5O2,CCl3CCl2O2,"","","","{""Vadim Knyazev""}","{""2006-12-02 17:23:48.647848""}",,
-1000383,N2OC2H4,C2H4N2O,cy-N=NOCH2CH2,"","",cy-N=NOCH2CH2,"{""Vadim Knyazev""}","{""2007-04-21 13:47:15.203781""}",,
-1000384,N2OC2H2,C2H2N2O,cy-N=NOCH=CH,"","",cy-N=NOCH=CH,"{""Vadim Knyazev""}","{""2007-04-21 13:50:55.434653""}",,
-1000385,N3HC2H4,C2H5N3,cy-N=NNHCH2CH2,"","",cy-N=NNHCH2CH2,"{""Vadim Knyazev""}","{""2007-04-21 13:52:42.085668""}",,
-1000232,C6H10(OH)O2,C6H11O3,cis-c-C6H10(OH)O2,"","",cis-c-C6H10(OH)O2,"{""Vadim Knyazev""}","{""2006-12-02 17:32:52.70949""}",,
-1000233,C6H10(OH)O2,C6H11O3,trans-c-C6H10(OH)O2,"","",trans-c-C6H10(OH)O2,"{""Vadim Knyazev""}","{""2006-12-02 17:33:14.286408""}",,
-1000234,C6H8(CH3)2(OH)O2,C8H15O3,cis-c-C6H8(CH3)2(OH)O2,"","",cis-c-C6H8(CH3)2(OH)O2,"{""Vadim Knyazev""}","{""2006-12-02 17:33:48.566418""}",,
-1000235,C6H8(CH3)2(OH)O2,C8H15O3,trans-c-C6H8(CH3)2(OH)O2,"","",trans-c-C6H8(CH3)2(OH)O2,"{""Vadim Knyazev""}","{""2006-12-02 17:34:08.705214""}",,
-1000236,CHCl2CCl2O2,C2HCl4O2,CHCl2CCl2O2,"","",CHCl2CCl2O2,"{""Vadim Knyazev""}","{""2006-12-02 17:34:31.504089""}",,
-1000386,N2CH2C2H2,C3H4N2,cy-N=N-CH2CH=CH,"","",cy-N=N-CH2CH=CH,"{""Vadim Knyazev""}","{""2007-04-21 14:03:20.530588""}",,
-1000238,C6H9CH3(OH)O2,C7H13O3,trans-c-C6H9CH3(OH)O2,"","",trans-c-C6H9CH3(OH)O2,"{""Vadim Knyazev""}","{""2006-12-02 17:35:05.931889""}",,
-1000387,HCNNH,CH2N2,HCNNH,"","",HCNNH,"{""Vadim Knyazev""}","{""2007-04-21 14:07:17.97937""}",,
154670378,C2H3N,C2H3N,HCNCH2,"","",HCNCH2,"{""Vadim Knyazev""}","{""2007-04-21 14:09:15.848319""}",,
-1000388,HCNOC2H4,C3H5NO,cy-CH=NOCH2CH2,"","",cy-CH=NOCH2CH2,"{""Vadim Knyazev""}","{""2007-04-21 14:17:36.724494""}",,
-1000237,C6H9CH3(OH)O2,C7H13O3,cis-c-C6H9CH3(OH)O2,"","",cis-c-C6H9CH3(OH)O2,"{""Vadim Knyazev""}","{""2006-12-02 17:36:20.241894""}",,
-1000240,C6H9(OH)CH3O2,C7H13O3,trans-C6H9(OH)CH3O2,"","",trans-C6H9(OH)CH3O2,"{""Vadim Knyazev""}","{""2006-12-02 17:37:03.997603""}",,
-1000239,C6H9(OH)CH3O2,C7H13O3,cis-C6H9(OH)CH3O2,"","",cis-C6H9(OH)CH3O2,"{""Vadim Knyazev""}","{""2006-12-02 17:37:48.595332""}",,
-1000350,C4H7O4,C4H7O4,(CH2&middot;)(CH2OOH)cy-COOCH2,"","",(CH2&middot;)(CH2OOH)cy-COOCH2,"{""Vadim Knyazev""}","{""2007-02-24 22:55:59.133181""}",,
-1000241,C5H9OO,C5H9O2,c-C5H9OO,cyclopentyl peroxy,"",c-C5H9OO,"{""Vadim Knyazev""}","{""2006-12-02 18:04:20.181399""}",,
-1000242,C12H16O2,C12H16O2,"5,7,8-trimethyl-croman-6-ol","","","5,7,8-trimethyl-croman-6-ol","{""Vadim Knyazev""}","{""2006-12-02 18:54:42.084712""}",,
-1000351,C4H7O4,C4H7O4,(CH2O&middot;)(CH2OOH)cy-COCH2,"","",(CH2O&middot;)(CH2OOH)cy-COCH2,"{""Vadim Knyazev""}","{""2007-02-24 22:57:59.687794""}",,
-1000243,Ni,Ni,Ni(^3D),Ni(^3D) atom,"",Ni(^3D),"{""Vadim Knyazev""}","{""2006-12-02 20:15:44.16888""}",,
872537,C5H9CHO,C6H10O,C5H9CHO,"Cyclopentanecarboxaldehyde;
Cyclopentanealdehyde;
Cyclopentylformaldehyde;
Formylcyclopentane;
Cyclopentyl aldehyde;
Cyclopentanecarbaldehyde",Cyclopentane-1-carboxaldehyde,"","{""Vadim Knyazev""}","{""2006-12-02 22:42:17.104173""}",,
-1000244,C2H4Cl,C2H4Cl,C2H4Cl,"","","","{""Vadim Knyazev""}","{""2006-12-03 14:06:51.416034""}",,
-1000245,C2H4Br,C2H4Br,C2H4Br,"","","","{""Vadim Knyazev""}","{""2006-12-03 14:07:11.338383""}",,
-1000246,C3H6Br,C3H6Br,C3H6Br,"","","","{""Vadim Knyazev""}","{""2006-12-03 14:07:23.110595""}",,
-1000247,C5H10,C5H10,methylbutene,"","",methylbutene,"{""Vadim Knyazev""}","{""2006-12-03 16:56:22.046572""}",,
-1000248,ClCH2CH(O)CH3,C3H6ClO,ClCH2CH(O)CH3,"","","","{""Vadim Knyazev""}","{""2006-12-03 18:21:33.637619""}",,
-1000249,ClCH2CH(O)CF3,C3H3ClF3O,ClCH2CH(O)CF3,"","","","{""Vadim Knyazev""}","{""2006-12-03 18:22:41.001924""}",,
-1000250,HOCH2CH(O)CF3,C3H4F3O2,HOCH2CH(O)CF3,"","","","{""Vadim Knyazev""}","{""2006-12-03 18:24:33.97238""}",,
-1217045,C4H7O,C4H7O,CH2=C(CH3)CH(&middot;)OH,"2-methyl-1-hydroxyallyl radical,","",CH2=C(CH3)CH(&middot;)OH,"{""Vadim Knyazev""}","{""2006-12-03 19:42:49.617457""}",,
-1000251,OHCH2C(CH3)CHCH2O,C5H9O2,OHCH2C(CH3)=CHCH2O&middot;,"",OHCH2C(CH3)=CHCH2O&middot;,"","{""Vadim Knyazev""}","{""2006-12-03 20:05:16.66223""}",,
-1000252,OHCH2CHC(CH3)CH2O,C5H9O2,OHCH2CH=C(CH3)CH2O&middot;,"","",OHCH2CH=C(CH3)CH2O&middot;,"{""Vadim Knyazev""}","{""2006-12-03 20:05:38.552016""}",,
-1000352,C4H6O3,C4H6O3,CH2=C(CH2OOH)CHO,"","",CH2=C(CH2OOH)CHO,"{""Vadim Knyazev""}","{""2007-02-24 23:00:27.554943""}",,
-1000253,CH2CHC(O)CH2OH,C4H6O2,CH2=CHC(O)CH2OH,"","",CH2=CHC(O)CH2OH,"{""Vadim Knyazev""}","{""2006-12-03 20:06:15.81077""}",,
-1000254,OHCH2C(CH3)CH,C4H7O,OHCH2C(CH3)=CH&middot;,"","",OHCH2C(CH3)=CH&middot;,"{""Vadim Knyazev""}","{""2006-12-03 20:06:40.156113""}",,
-1000353,C4H6O3,C4H6O3,cy-(C=CHOCH2)CH2OOH,"","",cy-(C=CHOCH2)CH2OOH,"{""Vadim Knyazev""}","{""2007-02-24 23:03:56.126562""}",,
-1000255,OHCH2CHCCH3,C4H7O,OHCH2CH=C(&middot;)CH3,"","",OHCH2CH=C(&middot;)CH3,"{""Vadim Knyazev""}","{""2006-12-03 20:07:11.537936""}",,
460162,CHClCHF,C2H2ClF,CHCl=CHF,"Ethylene, 1-chloro-2-fluoro-;
1-Chloro-2-fluoroethylene;
1-Fluoro-2-chloroethylene;","Ethene, 1-chloro-2-fluoro-",CHCl=CHF,"{""Vadim Knyazev""}","{""2006-12-04 18:10:36.373825""}",,
-1000256,CH2(OH)C(CH3)CHCH2OO,C5H9O3,CH2(OH)C(CH3)=CHCH2OO&middot;,"","",CH2(OH)C(CH3)=CHCH2OO&middot;,"{""Vadim Knyazev""}","{""2006-12-04 18:54:37.282739""}",,
-1000257,CH2CHC(OH)(CH3)CH2OO,C5H9O3,CH2=CHC(OH)(CH3)CH2OO&middot;,"","",CH2=CHC(OH)(CH3)CH2OO&middot;,"{""Vadim Knyazev""}","{""2006-12-04 18:54:55.520639""}",,
-1000258,CH2C(CH3)CH(OH)CH2OO,C5H9O3,CH2=C(CH3)CH(OH)CH2OO&middot;,"","",CH2=C(CH3)CH(OH)CH2OO&middot;,"{""Vadim Knyazev""}","{""2006-12-04 18:55:19.188935""}",,
-1000259,CH2(OH)CHC(CH3)CH2OO,C5H9O3,CH2(OH)CH=C(CH3)CH2OO&middot;,"","",CH2(OH)CH=C(CH3)CH2OO&middot;,"{""Vadim Knyazev""}","{""2006-12-04 18:55:34.767386""}",,
-1000260,CH3C(O)CH(OH)CH(O)C(O)CH3,C6H9O4,CH3C(O)CH(OH)CH(O&middot;)C(O)CH3,"","",CH3C(O)CH(OH)CH(O&middot;)C(O)CH3,"{""Vadim Knyazev""}","{""2006-12-04 19:35:49.414556""}",,
-1000261,CH3C(O)CH(OH)CHO,C4H6O3,CH3C(O)CH(OH)CHO,"","",CH3C(O)CH(OH)CHO,"{""Vadim Knyazev""}","{""2006-12-04 19:36:13.016954""}",,
-1000262,CH2C(O)CH(OH)CH(OH)C(O)CH3,C6H9O4,CH2(&middot;)C(O)CH(OH)CH(OH)C(O)CH3,"","",CH2(&middot;)C(O)CH(OH)CH(OH)C(O)CH3,"{""Vadim Knyazev""}","{""2006-12-04 19:36:30.752053""}",,
-1000263,CH3C(O)CH(OH)C(O)C(O)CH3,C6H8O4,CH3C(O)CH(OH)C(O)C(O)CH3,"","",CH3C(O)CH(OH)C(O)C(O)CH3,"{""Vadim Knyazev""}","{""2006-12-04 19:36:53.780272""}",,
-1000264,CD2CHO,C2HD2O,CD2CHO,"","","","{""Vadim Knyazev""}","{""2006-12-05 13:25:37.009085""}",,
-1000265,CHDCDO,C2HD2O,CHDCDO,"","","","{""Vadim Knyazev""}","{""2006-12-05 13:28:04.286177""}",,
-1000266,CHDCHO,C2H2DO,CHDCHO,"","","","{""Vadim Knyazev""}","{""2006-12-05 13:30:24.032264""}",,
-1000267,CH2CDO,C2H2DO,CH2CDO,"","","","{""Vadim Knyazev""}","{""2006-12-05 13:31:27.016963""}",,
-1000268,CHDCHD,C2H2D2,CHDCHD,"","","","{""Vadim Knyazev""}","{""2006-12-05 13:37:32.945268""}",,
-1000269,CH3C(O)CHCHCHC(CH3)2CH(CH2),C10H15O,cy-CH3C(O&middot;)CH=CHCHC(CH3)2CH(cy-CH2),"","",cy-CH3C(O&middot;)CH=CHCHC(CH3)2CH(cy-CH2),"{""Vadim Knyazev""}","{""2006-12-05 15:10:51.158988""}",,
-1000270,CH(CH2)C(CH3)2CHC(O)CHCH,C9H12O,cy-CH(cy-CH2)C(CH3)2CHC(O)CH=CH,"","",cy-CH(cy-CH2)C(CH3)2CHC(O)CH=CH,"{""Vadim Knyazev""}","{""2006-12-05 15:11:08.511103""}",,
-1000271,CH(CH2)C(CH3)(CH2)CHC(CH3)(OH)CHCH,C10H15O,cy-CH(cy-CH2)C(CH3)(CH2&middot;)CHC(CH3)(OH)CH=CH,"","",cy-CH(cy-CH2)C(CH3)(CH2&middot;)CHC(CH3)(OH)CH=CH,"{""Vadim Knyazev""}","{""2006-12-05 15:11:26.91899""}",,
-1000272,CH3C(O)CHCHCH(CH2CHC(CH3)2),C10H15O,CH3C(O)CH=CHCH(cy-CH2CH(&middot;)C(CH3)2),"","",CH3C(O)CH=CHCH(cy-CH2CH(&middot;)C(CH3)2),"{""Vadim Knyazev""}","{""2006-12-05 15:11:44.516383""}",,
-1000273,OCH2CH2CH2CHO,C4H7O2,OCH2CH2CH2CHO,"","","","{""Vadim Knyazev""}","{""2006-12-05 15:18:24.274792""}",,
-1000274,HOCH2CH2CH2CO,C4H7O2,HOCH2CH2CH2CO,"","","","{""Vadim Knyazev""}","{""2006-12-05 15:18:36.957271""}",,
-1000354,C3H5O3,C3H5O3,cy-(C(&middot;)CH2O)CH2OOH,"","",cy-(C(&middot;)CH2O)CH2OOH,"{""Vadim Knyazev""}","{""2007-02-24 23:06:10.930271""}",,
-1000355,C4H6O3,C4H6O3,CH(&middot;)=C(CH2O&middot;)CH2OOH,"","",CH(&middot;)=C(CH2O&middot;)CH2OOH,"{""Vadim Knyazev""}","{""2007-02-24 23:14:55.088544""}",,
-1000356,C4H5O3,C4H5O3,CH(&middot;)=C(CHO)CH2OOH,"","",CH(&middot;)=C(CHO)CH2OOH,"{""Vadim Knyazev""}","{""2007-02-24 23:16:28.268344""}",,
-1000278,CH(O)CH2CH(CH2)C(CH3)2CHC(O)CH2O,C10H15O3,CH(O)CH2CH(cy-CH2)C(CH3)2CHC(O)CH2O&middot;,"","",CH(O)CH2CH(cy-CH2)C(CH3)2CHC(O)CH2O&middot;,"{""Vadim Knyazev""}","{""2006-12-05 15:29:02.404863""}",,
-1000279,C(O)CH2CH(CH2)C(CH3)2CHC(O)CH2OH,C10H15O3,C(&middot;)(O)CH2CH(cy-CH2)C(CH3)2CHC(O)CH2OH,"","",C(&middot;)(O)CH2CH(cy-CH2)C(CH3)2CHC(O)CH2OH,"{""Vadim Knyazev""}","{""2006-12-05 15:29:20.802638""}",,
-1000280,CH(O)CH2CH(CH2)C(CH3)2CHC(O),C9H13O2,CH(O)CH2CH(cy-CH2)C(CH3)2CHC(O)&middot;,"","",CH(O)CH2CH(cy-CH2)C(CH3)2CHC(O)&middot;,"{""Vadim Knyazev""}","{""2006-12-05 15:29:36.478181""}",,
-1000281,CH(O)CH2CH(CH2)C(CH3)2CHC(O)O,C9H13O3,CH(O)CH2CH(cy-CH2)C(CH3)2CHC(O)O&middot;,"","",CH(O)CH2CH(cy-CH2)C(CH3)2CHC(O)O&middot;,"{""Vadim Knyazev""}","{""2006-12-05 15:34:31.967388""}",,
-1000282,C(O)CH2CH(CH2)C(CH3)2CHC(O)OH,C9H13O3,C(&middot;)(O)CH2CH(cy-CH2)C(CH3)2CHC(O)OH,"","",C(&middot;)(O)CH2CH(cy-CH2)C(CH3)2CHC(O)OH,"{""Vadim Knyazev""}","{""2006-12-05 15:34:46.852736""}",,
-1000283,CH(O)CH2CH(CH2)C(CH3)2CH,C8H13O,CH(O)CH2CH(cy-CH2)C(CH3)2CH&middot;,"","",CH(O)CH2CH(cy-CH2)C(CH3)2CH&middot;,"{""Vadim Knyazev""}","{""2006-12-05 15:35:00.087036""}",,
-1000284,CH3C(CH2)CHCH2CHCHCHC(CH3)OH,C10H15O,CH3C(=CH2)-(cy)CHCH2CH(&middot;)CH=CHC(CH3)OH,"","",CH3C(=CH2)-(cy)CHCH2CH(&middot;)CH=CHC(CH3)OH,"{""Vadim Knyazev""}","{""2006-12-05 15:41:26.402681""}",,
-1000285,CH3C(CH2)CH2CH(CH3)O,C6H11O,CH3C(=CH2)CH2CH(CH3)O&middot;,"","",CH3C(=CH2)CH2CH(CH3)O&middot;,"{""Vadim Knyazev""}","{""2006-12-05 15:45:00.229472""}",,
-1000286,CH2C(CH2)CH2CH(CH3)OH,C6H11O,CH2(&middot;)C(=CH2)CH2CH(CH3)OH,"","",CH2(&middot;)C(=CH2)CH2CH(CH3)OH,"{""Vadim Knyazev""}","{""2006-12-05 15:45:17.65773""}",,
-1000287,CH3C(O)OCH2CH2,C4H7O2,CH3C(O)OCH2CH2&middot;,"","",CH3C(O)OCH2CH2&middot;,"{""Vadim Knyazev""}","{""2006-12-05 18:56:26.96903""}",,
-1000288,CH3C(O)OCHCH3,C4H7O2,CH3C(O)OCH(&middot;)CH3,"","",CH3C(O)OCH(&middot;)CH3,"{""Vadim Knyazev""}","{""2006-12-05 18:56:40.653008""}",,
-1000357,C4H4O2,C4H4O2,cy-(C=CHOCH2)CHO,"","",cy-(C=CHOCH2)CHO,"{""Vadim Knyazev""}","{""2007-02-24 23:19:53.397889""}",,
53590286,C3H,C3H,CCCH,2-Propynylidyne,2-Propynylidene,CCCH,"{""Vadim Knyazev""}","{""2006-12-05 19:07:20.75272""}",,
132915721,C3H,C3H,c-C3H,"",2-Cyclopropyn-1-yl,c-C3H,"{""Vadim Knyazev""}","{""2006-12-05 19:07:57.235808""}",,
-1000290,HOBrO,HBrO2,HOBrO,"","","","{""Vadim Knyazev""}","{""2006-12-05 19:16:43.88755""}",,
-1000291,C6H6O,C6H6O,cy-C6H6-O,benzene-O adduct,"",cy-C6H6-O,"{""Vadim Knyazev""}","{""2006-12-06 15:42:35.875506""}",,
-1000292,C6H6O,C6H6O,"cy-CHCH=CHCH=CH(1,6-O)","","","cy-CHCH=CHCH=CH(1,6-O)","{""Vadim Knyazev""}","{""2006-12-06 15:43:04.215201""}",,
-1000293,C6H6O,C6H6O,cy-CH=CHCH=CHCH=CHO,"","",cy-CH=CHCH=CHCH=CHO,"{""Vadim Knyazev""}","{""2006-12-06 15:43:19.673116""}",,
-1000294,C6H6O,C6H6O,CH2=CHCH=CHCH=C=O,"","",CH2=CHCH=CHCH=C=O,"{""Vadim Knyazev""}","{""2006-12-06 15:43:35.301403""}",,
-1000358,C4H5O,C4H5O,CH2=C(CH2&middot;)CHO,"","",CH2=C(CH2&middot;)CHO,"{""Vadim Knyazev""}","{""2007-02-24 23:23:18.194148""}",,
-1000295,C6H5O,C6H5O,cy-C5H5(COH),formyl-cyclopentadienyl,"",cy-C5H5(COH),"{""Vadim Knyazev""}","{""2006-12-06 15:44:19.842933""}",,
-1000359,C4H5O2,C4H5O2,CH2=C(CH2O&middot;)CHO,"","",CH2=C(CH2O&middot;)CHO,"{""Vadim Knyazev""}","{""2007-02-24 23:25:15.868462""}",,
-1000296,C6H6O,C6H6O,"cy-CHCH=CHCH=CH(1,4-O)","","","cy-CHCH=CHCH=CH(1,4-O)","{""Vadim Knyazev""}","{""2006-12-06 15:57:37.69048""}",,
-1000360,C4H4O2,C4H4O2,CH2=C(CHO)2,"","",CH2=C(CHO)2,"{""Vadim Knyazev""}","{""2007-02-24 23:27:19.065441""}",,
96184,C3H5Cl3,C3H5Cl3,CH2ClCHClCH2Cl,"Allyl trichloride;
Glycerol trichlorohydrin;
Glyceryl trichlorohydrin;
Trichlorohydrin;
1,2,3-Trichloropropane;
Trichloropropane;
NCI-C60220","Propane, 1,2,3-trichloro-",CH2ClCHClCH2Cl,"{""Vadim Knyazev""}","{""2006-12-06 18:49:36.441159""}",,
19759343,"",C10H11BrO3,Carbonic acid m-bromo-α-methylbenzyl methyl ester,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
814686,C3H3ClO,C3H3ClO,CH2CHCOCl,"Acryloyl chloride;
Acrylic acid chloride;
Acrylyl chloride;
Propenoyl chloride;
Chlorid kyseliny akrylove",2-Propenoyl chloride,CH2CHCOCl,"{""Vadim Knyazev""}","{""2006-12-06 19:18:57.476363""}",,
10487715,CH3CHCHCOCl,C4H5ClO,CH3CHCHCOCl,"2-Butenoyl chloride;
Crotonyl chloride;
Crotonic acid chloride",(2E)-2-butenoyl chloride,CH3CHCHCOCl,"{""Vadim Knyazev""}","{""2006-12-06 19:21:12.893362""}",,
-1000362,C4H5O2,C4H5O2,cy-(C=CHOCH2)CH2O&middot;,"","",cy-(C=CHOCH2)CH2O&middot;,"{""Vadim Knyazev""}","{""2007-02-24 23:39:36.363338""}",,
19759376,"",C10H11NO5,Carbonic acid methyl α-methyl-o-nitrobenzyl ester,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
4023341,C4H5ClO,C4H5ClO,ClC(O)(cy-C3H5),"Cyclopropane carbonyl chloride;
Cyclopropylcarboxyl chloride",Cyclopropanecarboxylic acid chloride,ClC(O)(cy-C3H5),"{""Vadim Knyazev""}","{""2006-12-06 19:26:02.448358""}",,
4628211,C4H7Cl,C4H7Cl,Z-CH3CH=CHCH2Cl,"","2-Butene, 1-chloro-, (Z)-",Z-CH3CH=CHCH2Cl,"{""Vadim Knyazev""}","{""2006-12-06 19:34:01.904542""}",,
-1000276,CH3C(O)CHCHCH(CH3)C(CH3)2O,C9H15O2,CH3C(O)CH=CHCH(CH3)C(CH3)2O&middot;,"","",CH3C(O)CH=CHCH(CH3)C(CH3)2O&middot;,"{""Vadim Knyazev""}","{""2006-12-08 13:04:51.579143""}",,
-1000277,CH3C(O)CHCHCHCH3,C6H9O,CH3C(O)CH=CHCH(&middot;)CH3,"","",CH3C(O)CH=CHCH(&middot;)CH3,"{""Vadim Knyazev""}","{""2006-12-08 13:06:13.180773""}",,
620235,C8H8O,C8H8O,3-Methylbenzaldehyde,"m-Tolualdehyde;
m-Methylbenzaldehyde","Benzaldehyde, 3-methyl-",3-Methylbenzaldehyde,"{""Robert E. Huie""}","{""2007-01-17 15:10:57.118684""}",,
-9955,OH,HO,OH(v=5),"","",OH(v=5),"{""Robert E. Huie""}","{""2007-01-26 13:56:24.208142""}",,
-1000363,CH3CO(OH)2,C2H5O3,CH3CO(OH)2,"","",CH3CO(OH)2,"{""Vadim Knyazev""}","{""2007-02-25 17:42:04.844444""}",,
815576,CH3C(O)CH(CH3)C(O)CH3,C6H10O2,"3-methyl-2,4-pentanedione","Methylacetylacetone;
3-Methyl-2,4-pentanedione;
3-Acetylbutan-2-one","2,4-Pentanedione, 3-methyl-","3-methyl-2,4-pentanedione","{""Robert E. Huie""}","{""2007-01-28 13:22:57.638481""}",,
62737,C4H7Cl2O4P,C4H7Cl2O4P,Dichlorvos,"Dichlorphos;
Phosphoric acid, 2,2-dichlorovinyl dimethyl ester;
Phosphoric acid, 2,2-dichloroethenyl dimethyl ester;
Atgard;
Atgard V;
Bibesol;
Brevinyl;
Brevinyl E-50;
Canogard;
Chlorvinphos;
Dedevap;
Dichlorman;
Dichlorophos;
Dimethyl dichlorovinyl phosphate;
Dimethyl 2,2-dichloroethenyl phosphate;
DDVP;
Equigard;
Equigel;
Estrosel;
ENT-20738;
Fecama;
Fekama;
Mopari;
Nerkol;
Nogos;
Nogos G;
Nogos 50;
Nuvan;
Nuvan 100 EC;
OMS 14;
Szklarniak;
SD 1750;
Task;
TAP 9VP;
Unifos;
Vapona;
Vapona Insecticide;
Vaponite;
Vinylophos;
2,2-Dichloroethenyl dimethyl phosphate;
2,2-Dichlorovinyl dimethyl phosphate;
O-O-Dimethyl-O(2,2-dichlorovinyl)phosphate;
(2,2-Dichlorovinyl)-dimethyl-fosfate;
(2,2-Dichlor-vinyl)-dimethyl-phosphat;
(2,2-Dichloro-vinil)dimetil-fosfate;
O-(2,2-Dichlorvinyl)-O,O-dimethylphosphate;
Algard;
Atgard C;
BAY-19149;
Cekusan;
Cyanophos;
Dichloorvo;
Dichlorfos;
Dichlorovas;
Dichlorovos;
Divipan;
DDVF;
DDVP (insecticide);
Ethenol, 2,2-dichloro-, dimethyl phosphate;
Herkal;
Herkol;
Krecalvin;
Lindanmafu;
Marvex;
NCI-C00113;
O,O-Dimethyl dichlorovinyl phosphate;
O,O-Dimethyl-O-(2,2-dichlor-vinyl)-phosphat;
OKO;
Phosphate de dimethyle et de 2,2-dichlorovinyle;
Phosphate, 2-2-dichlorovinyl dimethyl;
Phosvit;
Tenac;
Unifos (pesticide);
Vinyl alcohol, 2,2-dichloro-, dimethyl phosphate;
Vinylofos;
Winylophos;
XLP 30;
Topanol;
Tenox BHT;
2,2-Dimethyldichlorovinyl phosphate;
Apavap;
Astrobot;
Bayer 19149;
Benfos;
Cypona;
Delevap;
Deriban;
Derriban;
Derribante;
Dethlac;
Devikol;
Duo-kill;
Duravos;
Equigand;
Equiguard;
Estrosol;
Fly-die;
Fly fighter;
Herka;
Insectigas D;
Mafu;
Mafu strip;
Nefrafos;
No-pest;
No-pest strip;
Nogos 50 EC;
Novotox;
Nuva;
Nuvan 7;
Nuvan top aerosol;
Nuvanol;
Panaplate;
Prentox;
Task tabs;
Tetravos;
UDVF;
Unifos 50 EC;
Vapora II;
Verdican;
Verdipor;
Verdisol;
Dichlorvos;
Dichlorvos (DDVP);
Lindan","Dimethyl-2,2-dichlorovinyl phosphate",Dichlorvos,"{""Robert E. Huie""}","{""2007-01-29 18:20:58.715464""}",,
-1000364,HOC(O)OH,CH2O3,HOC(O)OH,"","",HOC(O)OH,"{""Vadim Knyazev""}","{""2007-02-25 17:44:35.920142""}",,
-1000365,OOCH2C(O)OH,C2H3O4,&middot;OOCH2C(O)OH,"","",&middot;OOCH2C(O)OH,"{""Vadim Knyazev""}","{""2007-02-25 17:56:05.891861""}",,
-1000366,OCH2C(O)OH,C2H3O3,&middot;OCH2C(O)OH,"","",&middot;OCH2C(O)OH,"{""Vadim Knyazev""}","{""2007-02-25 18:06:25.514899""}",,
19759398,"",C11H14O3,"Benzyl alcohol, o-methoxy-α-methyl-, acetate","",,,{NULL},"{""1999-01-01 12:00:00""}",,
19759401,"",C11H14O2,"Benzenemethanol, α,4-dimethyl-, acetate","",,,{NULL},"{""1999-01-01 12:00:00""}",,
19759434,"",C10H11ClO2,"Benzenemethanol, 4-chloro-α-methyl-, acetate","",,,{NULL},"{""1999-01-01 12:00:00""}",,
-1000367,OOCH2C(O)OH,C2H3O4,HOOCH2C(O)O&middot;,"","",HOOCH2C(O)O&middot;,"{""Vadim Knyazev""}","{""2007-02-25 18:10:26.448947""}",,
19759490,"",C10H11NO5,Carbonic acid methyl α-methyl-p-nitrobenzyl ester,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
6164983,C10H13ClN2,C10H13ClN2,Chlordimeform,"","",Chlordimeform,"{""Robert E. Huie""}","{""2007-01-29 18:37:52.166677""}",,
94804,C12H14Cl2O3,C12H14Cl2O3,"Butyl (2,4-dichlorophenoxy)acetate","Acetic acid, (2,4-dichlorophenoxy)-, butyl ester;
Butyl dichlorophenoxyacetate;
Butyl 2,4-D;
Fernesta;
Lironox;
2,4-Dichlorophenoxyacetic acid butyl ester;
2,4-Dichlorophenoxyacetic acid n-butyl ester;
2,4-DB;
Butyl ester of 2,4-D;
Butyl ester 2,4-D;
n-Butylester kyseliny 2,4-dichlorfenoxyoctove;","Butyl (2,4-dichlorophenoxy)acetate","2,4-D butyl ester","{""Robert E. Huie""}","{""2007-01-29 18:42:47.595292""}",,
661541,"",C3HF3,CF3C≡CH,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
23012944,C4H2F6,C4H2F6,"trans-1,1,2,2,3,4-hexafluorocyclobutane","","trans-1,1,2,2,3,4-hexafluorocyclobutane","","{""Robert E. Huie""}","{""2007-01-31 11:22:31.813754""}",,
19771030,"",C16H16O3,"Benzyl alcohol, o-methoxy-α-methyl-, benzoate","",,,{NULL},"{""1999-01-01 12:00:00""}",,
